AÑO,TRIMESTRE,COD_DEPARTAMENTO,DEPARTAMENTO,COD_MUNICIPIO,MUNICIPIO,No. ACCESOS FIJOS A INTERNET,POBLACIÓN DANE,INDICE
2021,1,81,ARAUCA,81300,FORTUL,1008,20629,"0,0489"
2021,2,23,CORDOBA,23807,TIERRALTA,5012,95973,"0,0522"
2022,1,68,SANTANDER,68101,BOLIVAR,65,11186,"0,0058"
2022,1,76,VALLE DEL CAUCA,76892,YUMBO,18298,111474,"0,1641"
2021,3,25,CUNDINAMARCA,25099,BOJACA,449,11535,"0,0389"
2021,2,23,CORDOBA,23300,COTORRA,482,19712,"0,0245"
2022,2,25,CUNDINAMARCA,25322,GUASCA,1333,18160,"0,0734"
2021,3,20,CESAR,20178,CHIRIGUANA,603,30248,"0,0199"
2020,1,70,SUCRE,70742,SAN LUIS DE SINCE,668,31903,"0,0209"
2021,3,52,NARI�O,52381,LA FLORIDA,223,9909,"0,0225"
2022,1,73,TOLIMA,73671,SALDA�A,224,14546,"0,0154"
2022,1,20,CESAR,20032,ASTREA,23,21812,"0,0011"
2021,3,05,ANTIOQUIA,05142,CARACOLI,457,4602,"0,0993"
2022,1,68,SANTANDER,68682,SAN JOAQUIN,13,2249,"0,0058"
2021,1,25,CUNDINAMARCA,25224,CUCUNUBA,158,8585,"0,0184"
2022,2,15,BOYACA,15681,SAN PABLO DE BORBUR,47,6806,"0,0069"
2022,1,05,ANTIOQUIA,05604,REMEDIOS,3868,30559,"0,1266"
2021,3,54,NORTE DE SANTANDER,54003,ABREGO,1182,34395,"0,0344"
2021,2,63,QUINDIO,63401,LA TEBAIDA,5247,35225,"0,149"
2022,1,86,PUTUMAYO,86749,SIBUNDOY,537,15902,"0,0338"
2022,1,54,NORTE DE SANTANDER,54051,ARBOLEDAS,277,10246,"0,027"
2022,1,05,ANTIOQUIA,05315,GUADALUPE,450,6873,"0,0655"
2021,3,13,BOLIVAR,13838,TURBANA,585,17669,"0,0331"
2021,3,41,HUILA,41668,SAN AGUSTIN,1895,34010,"0,0557"
2021,3,68,SANTANDER,68444,MATANZA,175,5091,"0,0344"
2020,3,73,TOLIMA,73024,ALPUJARRA,58,4458,"0,013"
2021,3,66,RISARALDA,66170,DOSQUEBRADAS,57755,225554,"0,2561"
2022,1,25,CUNDINAMARCA,25718,SASAIMA,2121,12355,"0,1717"
2021,1,05,ANTIOQUIA,05209,CONCORDIA,1024,22024,"0,0465"
2021,1,18,CAQUETA,18460,MILAN,361,10057,"0,0359"
2021,1,19,CAUCA,19075,BALBOA,372,21608,"0,0172"
2021,2,41,HUILA,41676,SANTA MARIA,144,10548,"0,0137"
2021,1,68,SANTANDER,68001,BUCARAMANGA,155176,614269,"0,2526"
2022,1,15,BOYACA,15514,PAEZ,20,3288,"0,0061"
2021,3,25,CUNDINAMARCA,25875,VILLETA,4703,30285,"0,1553"
2022,1,18,CAQUETA,18756,SOLANO,112,11749,"0,0095"
2021,2,08,ATLANTICO,08436,MANATI,841,21830,"0,0385"
2021,3,68,SANTANDER,68368,JESUS MARIA,24,3376,"0,0071"
2021,2,15,BOYACA,15531,PAUNA,116,7263,"0,016"
2022,3,50,META,50287,FUENTE DE ORO,387,12587,"0,0307"
2021,2,19,CAUCA,19585,PURACE,86,17709,"0,0049"
2021,1,73,TOLIMA,73861,VENADILLO,226,12759,"0,0177"
2022,3,23,CORDOBA,23350,LA APARTADA,417,15446,"0,027"
2021,2,15,BOYACA,15377,LABRANZAGRANDE,20,3518,"0,0057"
2021,2,05,ANTIOQUIA,05686,SANTA ROSA DE OSOS,4596,38463,"0,1195"
2021,3,68,SANTANDER,68370,JORDAN,7,1351,"0,0052"
2021,2,13,BOLIVAR,13440,MARGARITA,81,11272,"0,0072"
2021,2,08,ATLANTICO,08421,LURUACO,734,30863,"0,0238"
2021,3,15,BOYACA,15367,JENESANO,269,7390,"0,0364"
2021,1,08,ATLANTICO,08549,PIOJO,17,7216,"0,0024"
2022,3,70,SUCRE,70001,SINCELEJO,42906,301126,"0,1425"
2021,3,25,CUNDINAMARCA,25486,NEMOCON,1429,15109,"0,0946"
2022,1,15,BOYACA,15090,BERBEO,50,1603,"0,0312"
2021,2,27,CHOCO,27491,NOVITA,25,9179,"0,0027"
2021,3,70,SUCRE,70429,MAJAGUAL,750,38834,"0,0193"
2021,1,50,META,50223,CUBARRAL,115,7126,"0,0161"
2021,3,20,CESAR,20570,PUEBLO BELLO,95,30054,"0,0032"
2021,2,85,CASANARE,85263,PORE,180,12170,"0,0148"
2021,3,25,CUNDINAMARCA,25407,LENGUAZAQUE,489,11223,"0,0436"
2020,3,73,TOLIMA,73671,SALDA�A,230,14473,"0,0159"
2021,3,54,NORTE DE SANTANDER,54385,LA ESPERANZA,66,12545,"0,0053"
2022,3,05,ANTIOQUIA,05120,CACERES,1707,31309,"0,0545"
2022,1,13,BOLIVAR,13268,EL PE�ON,28,8281,"0,0034"
2022,1,91,AMAZONAS,91536,PUERTO ARICA,4,1059,"0,0038"
2021,3,25,CUNDINAMARCA,25001,AGUA DE DIOS,1111,12813,"0,0867"
2021,4,15,BOYACA,15516,PAIPA,7868,34931,"0,2252"
2021,1,05,ANTIOQUIA,05038,ANGOSTURA,507,11715,"0,0433"
2021,1,19,CAUCA,19821,TORIBIO,74,36994,"0,002"
2022,1,25,CUNDINAMARCA,25785,TABIO,5522,25964,"0,2127"
2021,1,50,META,50318,GUAMAL,655,14584,"0,0449"
2021,3,13,BOLIVAR,13647,SAN ESTANISLAO,54,19407,"0,0028"
2022,1,68,SANTANDER,68684,SAN JOSE DE MIRANDA,174,4370,"0,0398"
2021,3,68,SANTANDER,68524,PALMAS DEL SOCORRO,77,2655,"0,029"
2021,3,17,CALDAS,17001,MANIZALES,97432,450074,"0,2165"
2021,3,13,BOLIVAR,13052,ARJONA,3199,74819,"0,0428"
2021,2,68,SANTANDER,68235,EL CARMEN DE CHUCURI,197,22062,"0,0089"
2022,3,76,VALLE DEL CAUCA,76243,EL AGUILA,104,8670,"0,012"
2021,2,25,CUNDINAMARCA,25862,VERGARA,99,7452,"0,0133"
2021,2,27,CHOCO,27660,SAN JOSE DEL PALMAR,21,5001,"0,0042"
2021,3,08,ATLANTICO,08675,SANTA LUCIA,298,17410,"0,0171"
2021,3,15,BOYACA,15332,GsICAN,21,4331,"0,0048"
2021,2,19,CAUCA,19256,EL TAMBO,4747,54198,"0,0876"
2021,3,47,MAGDALENA,47053,ARACATACA,1247,42128,"0,0296"
2021,2,05,ANTIOQUIA,05664,SAN PEDRO,3634,23244,"0,1563"
2021,3,68,SANTANDER,68861,VELEZ,865,25498,"0,0339"
2021,3,54,NORTE DE SANTANDER,54553,PUERTO SANTANDER,1667,9391,"0,1775"
2021,2,05,ANTIOQUIA,05284,FRONTINO,1877,21021,"0,0893"
2021,2,54,NORTE DE SANTANDER,54099,BOCHALEMA,272,8968,"0,0303"
2022,1,44,LA GUAJIRA,44430,MAICAO,10599,192085,"0,0552"
2021,3,41,HUILA,41206,COLOMBIA,39,7122,"0,0055"
2022,2,54,NORTE DE SANTANDER,54125,CACOTA,71,2969,"0,0239"
2021,1,76,VALLE DEL CAUCA,76845,ULLOA,196,5410,"0,0362"
2021,3,27,CHOCO,27050,ATRATO,22,6259,"0,0035"
2021,3,13,BOLIVAR,13873,VILLANUEVA,1083,25604,"0,0423"
2021,1,41,HUILA,41503,OPORAPA,340,12020,"0,0283"
2020,1,05,ANTIOQUIA,05172,CHIGORODO,6663,59836,"0,1114"
2021,1,20,CESAR,20621,LA PAZ,1653,30218,"0,0547"
2021,1,18,CAQUETA,18610,SAN JOSE DEL FRAGUA,44,13237,"0,0033"
2021,1,68,SANTANDER,68689,SAN VICENTE DE CHUCURI,2058,33965,"0,0606"
2022,1,68,SANTANDER,68092,BETULIA,29,6175,"0,0047"
2021,1,15,BOYACA,15763,SOTAQUIRA,400,8364,"0,0478"
2021,1,86,PUTUMAYO,86320,ORITO,1991,39273,"0,0507"
2022,3,25,CUNDINAMARCA,25862,VERGARA,36,7686,"0,0047"
2021,3,54,NORTE DE SANTANDER,54670,SAN CALIXTO,20,12341,"0,0016"
2021,3,08,ATLANTICO,08436,MANATI,839,21830,"0,0384"
2021,1,20,CESAR,20310,GONZALEZ,17,4663,"0,0036"
2022,3,68,SANTANDER,68169,CHARTA,44,2942,"0,015"
2021,1,86,PUTUMAYO,86749,SIBUNDOY,655,15687,"0,0418"
2022,1,54,NORTE DE SANTANDER,54109,BUCARASICA,27,6739,"0,004"
2021,3,19,CAUCA,19392,LA SIERRA,136,10740,"0,0127"
2021,2,44,LA GUAJIRA,44110,EL MOLINO,319,8059,"0,0396"
2021,3,73,TOLIMA,73873,VILLARRICA,118,4974,"0,0237"
2021,1,23,CORDOBA,23555,PLANETA RICA,4403,65305,"0,0674"
2022,1,54,NORTE DE SANTANDER,54250,EL TARRA,196,22346,"0,0088"
2021,1,05,ANTIOQUIA,05890,YOLOMBO,1071,23870,"0,0449"
2022,1,50,META,50150,CASTILLA LA NUEVA,942,16165,"0,0583"
2021,3,63,QUINDIO,63272,FILANDIA,1015,12405,"0,0818"
2021,1,17,CALDAS,17513,PACORA,942,15455,"0,061"
2021,2,68,SANTANDER,68169,CHARTA,82,2920,"0,0281"
2021,3,52,NARI�O,52786,TAMINANGO,427,17877,"0,0239"
2022,1,41,HUILA,41872,VILLAVIEJA,17,7357,"0,0023"
2021,1,25,CUNDINAMARCA,25843,VILLA DE SAN DIEGO DE UBATE,6776,48774,"0,1389"
2020,1,05,ANTIOQUIA,05809,TITIRIBI,539,10719,"0,0503"
2022,1,54,NORTE DE SANTANDER,54377,LABATECA,11,6699,"0,0016"
2022,1,18,CAQUETA,18094,BELEN DE LOS ANDAQUIES,57,11418,"0,005"
2022,1,15,BOYACA,15092,BETEITIVA,25,1961,"0,0127"
2021,2,52,NARI�O,52022,ALDANA,20,7359,"0,0027"
2021,3,05,ANTIOQUIA,05585,PUERTO NARE,1141,14664,"0,0778"
2021,3,73,TOLIMA,73483,NATAGAIMA,672,14713,"0,0457"
2022,1,19,CAUCA,19701,SANTA ROSA,52,5469,"0,0095"
2022,3,52,NARI�O,52287,FUNES,52,7141,"0,0073"
2022,3,23,CORDOBA,23855,VALENCIA,1241,36886,"0,0336"
2021,2,08,ATLANTICO,08296,GALAPA,7833,68235,"0,1148"
2021,3,15,BOYACA,15542,PESCA,195,6778,"0,0288"
2022,1,05,ANTIOQUIA,05361,ITUANGO,1292,28656,"0,0451"
2021,1,25,CUNDINAMARCA,25438,MEDINA,199,8537,"0,0233"
2021,3,25,CUNDINAMARCA,25862,VERGARA,92,7452,"0,0123"
2021,1,05,ANTIOQUIA,05197,COCORNA,3341,15063,"0,2218"
2021,3,17,CALDAS,17380,LA DORADA,11167,74655,"0,1496"
2021,2,15,BOYACA,15696,SANTA SOFIA,35,3235,"0,0108"
2021,2,81,ARAUCA,81794,TAME,3989,50138,"0,0796"
2022,1,47,MAGDALENA,47205,CONCORDIA,5,11514,"0,0004"
2022,1,68,SANTANDER,68207,CONCEPCION,434,5865,"0,074"
2021,3,15,BOYACA,15106,BRICE�O,15,2178,"0,0069"
2022,1,25,CUNDINAMARCA,25299,GAMA,291,3447,"0,0844"
2021,2,15,BOYACA,15104,BOYACA,80,5154,"0,0155"
2021,3,52,NARI�O,52838,TUQUERRES,1095,44565,"0,0246"
2021,2,25,CUNDINAMARCA,25653,SAN CAYETANO,78,5176,"0,0151"
2021,2,13,BOLIVAR,13667,SAN MARTIN DE LOBA,284,15114,"0,0188"
2021,1,08,ATLANTICO,08078,BARANOA,5132,68264,"0,0752"
2022,1,54,NORTE DE SANTANDER,54125,CACOTA,13,2969,"0,0044"
2021,1,76,VALLE DEL CAUCA,76246,EL CAIRO,148,6541,"0,0226"
2021,1,86,PUTUMAYO,86568,PUERTO ASIS,16041,68143,"0,2354"
2022,2,50,META,50568,PUERTO GAITAN,3215,44314,"0,0726"
2022,1,52,NARI�O,52573,PUERRES,88,8372,"0,0105"
2021,2,68,SANTANDER,68176,CHIMA,56,2898,"0,0193"
2021,1,47,MAGDALENA,47318,GUAMAL,533,28346,"0,0188"
2021,2,68,SANTANDER,68655,SABANA DE TORRES,778,34945,"0,0223"
2021,3,15,BOYACA,15109,BUENAVISTA,131,4427,"0,0296"
2021,2,13,BOLIVAR,13042,ARENAL,212,7890,"0,0269"
2021,2,63,QUINDIO,63548,PIJAO,151,5182,"0,0291"
2022,1,54,NORTE DE SANTANDER,54720,SARDINATA,703,27312,"0,0257"
2021,2,50,META,50683,SAN JUAN DE ARAMA,51,8938,"0,0057"
2022,3,05,ANTIOQUIA,05761,SOPETRAN,4623,15996,"0,289"
2020,3,73,TOLIMA,73001,IBAGUE,120519,541101,"0,2227"
2021,1,19,CAUCA,19318,GUAPI,303,27917,"0,0109"
2021,2,52,NARI�O,52250,EL CHARCO,126,22549,"0,0056"
2021,1,23,CORDOBA,23068,AYAPEL,1484,47633,"0,0312"
2021,1,50,META,50251,EL CASTILLO,25,7469,"0,0033"
2022,1,19,CAUCA,19693,SAN SEBASTIAN,14,11239,"0,0012"
2021,2,13,BOLIVAR,13760,SOPLAVIENTO,272,10997,"0,0247"
2022,1,47,MAGDALENA,47189,CIENAGA,11436,127494,"0,0897"
2021,2,25,CUNDINAMARCA,25845,UNE,241,7664,"0,0314"
2022,1,52,NARI�O,52254,EL PE�OL,379,7450,"0,0509"
2021,1,76,VALLE DEL CAUCA,76834,TULUA,42537,220032,"0,1933"
2022,1,05,ANTIOQUIA,05495,NECHI,1402,28213,"0,0497"
2021,3,70,SUCRE,70678,SAN BENITO ABAD,180,30184,"0,006"
2021,2,73,TOLIMA,73861,VENADILLO,225,12759,"0,0176"
2021,3,52,NARI�O,52835,SAN ANDRES DE TUMACO,8466,257042,"0,0329"
2021,2,15,BOYACA,15238,DUITAMA,30368,127592,"0,238"
2021,3,50,META,50223,CUBARRAL,403,7126,"0,0566"
2021,3,68,SANTANDER,68867,VETAS,136,2192,"0,062"
2022,1,68,SANTANDER,68773,SUCRE,25,7197,"0,0035"
2021,1,19,CAUCA,19473,MORALES,168,40412,"0,0042"
2021,3,25,CUNDINAMARCA,25899,ZIPAQUIRA,31320,152195,"0,2058"
2021,1,23,CORDOBA,23350,LA APARTADA,630,15342,"0,0411"
2021,2,18,CAQUETA,18860,VALPARAISO,294,7122,"0,0413"
2022,3,15,BOYACA,15325,GUAYATA,118,3437,"0,0343"
2022,1,05,ANTIOQUIA,05145,CARAMANTA,421,4793,"0,0878"
2021,1,44,LA GUAJIRA,44650,SAN JUAN DEL CESAR,3116,50713,"0,0614"
2022,1,47,MAGDALENA,47692,SAN SEBASTIAN DE BUENAVISTA,530,21221,"0,025"
2021,1,25,CUNDINAMARCA,25307,GIRARDOT,22366,114152,"0,1959"
2022,1,17,CALDAS,17442,MARMATO,569,9330,"0,061"
2020,2,05,ANTIOQUIA,05501,OLAYA,204,3175,"0,0643"
2022,1,15,BOYACA,15368,JERICO,44,3941,"0,0112"
2022,3,52,NARI�O,52565,PROVIDENCIA,51,5558,"0,0092"
2021,3,15,BOYACA,15835,TURMEQUE,148,6200,"0,0239"
2021,3,25,CUNDINAMARCA,25718,SASAIMA,2124,11979,"0,1773"
2021,3,27,CHOCO,27600,RIO QUITO,33,8518,"0,0039"
2021,2,86,PUTUMAYO,86320,ORITO,2164,39273,"0,0551"
2021,1,50,META,50270,EL DORADO,13,4004,"0,0032"
2021,2,44,LA GUAJIRA,44560,MANAURE,494,95577,"0,0052"
2022,1,13,BOLIVAR,13549,PINILLOS,44,25333,"0,0017"
2022,3,66,RISARALDA,66088,BELEN DE UMBRIA,2183,25135,"0,0869"
2021,3,17,CALDAS,17486,NEIRA,1483,21295,"0,0696"
2021,2,25,CUNDINAMARCA,25524,PANDI,345,5546,"0,0622"
2021,2,08,ATLANTICO,08520,PALMAR DE VARELA,2259,31594,"0,0715"
2021,1,05,ANTIOQUIA,05670,SAN ROQUE,1983,21932,"0,0904"
2021,1,15,BOYACA,15511,PACHAVITA,12,2458,"0,0049"
2022,1,15,BOYACA,15223,CUBARA,253,10897,"0,0232"
2021,1,05,ANTIOQUIA,05895,ZARAGOZA,1396,26106,"0,0535"
2022,3,20,CESAR,20060,BOSCONIA,4110,44878,"0,0916"
2022,3,63,QUINDIO,63190,CIRCASIA,6373,29802,"0,2138"
2021,2,25,CUNDINAMARCA,25817,TOCANCIPA,9470,47539,"0,1992"
2022,1,05,ANTIOQUIA,05649,SAN CARLOS,1615,16304,"0,0991"
2021,2,68,SANTANDER,68468,MOLAGAVITA,64,4151,"0,0154"
2021,1,19,CAUCA,19142,CALOTO,84,30457,"0,0028"
2021,1,70,SUCRE,70235,GALERAS,24,23563,"0,001"
2021,1,70,SUCRE,70708,SAN MARCOS,1028,61412,"0,0167"
2021,1,25,CUNDINAMARCA,25148,CAPARRAPI,510,13506,"0,0378"
2022,1,15,BOYACA,15879,VIRACACHA,37,2847,"0,013"
2022,3,81,ARAUCA,81065,ARAUQUITA,561,58270,"0,0096"
2022,1,54,NORTE DE SANTANDER,54743,SILOS,15,6670,"0,0022"
2021,2,15,BOYACA,15172,CHINAVITA,32,3217,"0,0099"
2021,1,20,CESAR,20001,VALLEDUPAR,86525,544134,"0,159"
2021,1,68,SANTANDER,68425,MACARAVITA,15,2127,"0,0071"
2021,1,17,CALDAS,17486,NEIRA,1502,21295,"0,0705"
2022,1,15,BOYACA,15380,LA CAPILLA,9,2727,"0,0033"
2022,1,20,CESAR,20001,VALLEDUPAR,93216,552048,"0,1689"
2022,3,25,CUNDINAMARCA,25867,VIANI,95,5005,"0,019"
2021,1,05,ANTIOQUIA,05642,SALGAR,761,18544,"0,041"
2021,2,25,CUNDINAMARCA,25120,CABRERA,57,5263,"0,0108"
2021,2,47,MAGDALENA,47555,PLATO,4507,64998,"0,0693"
2021,2,20,CESAR,20770,SAN MARTIN,1039,29367,"0,0354"
2021,2,63,QUINDIO,63190,CIRCASIA,5333,29413,"0,1813"
2021,3,05,ANTIOQUIA,05480,MUTATA,1170,14612,"0,0801"
2021,3,27,CHOCO,27810,UNION PANAMERICANA,33,7040,"0,0047"
2021,2,15,BOYACA,15051,ARCABUCO,342,6021,"0,0568"
2021,3,13,BOLIVAR,13549,PINILLOS,49,25066,"0,002"
2022,1,25,CUNDINAMARCA,25099,BOJACA,462,11898,"0,0388"
2021,1,52,NARI�O,52835,SAN ANDRES DE TUMACO,8311,257042,"0,0323"
2022,1,05,ANTIOQUIA,05313,GRANADA,3589,10069,"0,3564"
2022,1,54,NORTE DE SANTANDER,54385,LA ESPERANZA,63,12610,"0,005"
2021,1,05,ANTIOQUIA,05628,SABANALARGA,480,9422,"0,0509"
2021,1,41,HUILA,41660,SALADOBLANCO,13,10654,"0,0012"
2021,2,54,NORTE DE SANTANDER,54599,RAGONVALIA,154,6426,"0,024"
2021,3,52,NARI�O,52788,TANGUA,257,13318,"0,0193"
2022,3,70,SUCRE,70110,BUENAVISTA,209,11232,"0,0186"
2021,1,23,CORDOBA,23570,PUEBLO NUEVO,1087,36784,"0,0296"
2021,2,05,ANTIOQUIA,05390,LA PINTADA,1076,8593,"0,1252"
2022,1,05,ANTIOQUIA,05206,CONCEPCION,456,4906,"0,0929"
2021,1,23,CORDOBA,23672,SAN ANTERO,1617,35328,"0,0458"
2021,3,66,RISARALDA,66318,GUATICA,74,12203,"0,0061"
2021,1,08,ATLANTICO,08137,CAMPO DE LA CRUZ,51,23989,"0,0021"
2021,3,17,CALDAS,17272,FILADELFIA,100,11498,"0,0087"
2021,3,25,CUNDINAMARCA,25489,NIMAIMA,48,3912,"0,0123"
2021,3,68,SANTANDER,68773,SUCRE,25,7142,"0,0035"
2021,1,68,SANTANDER,68867,VETAS,78,2192,"0,0356"
2021,3,15,BOYACA,15810,TIPACOQUE,13,3313,"0,0039"
2022,3,05,ANTIOQUIA,05607,RETIRO,7699,25534,"0,3015"
2022,1,05,ANTIOQUIA,05055,ARGELIA,246,7780,"0,0316"
2021,3,76,VALLE DEL CAUCA,76895,ZARZAL,5128,42635,"0,1203"
2022,1,08,ATLANTICO,08558,POLONUEVO,349,20135,"0,0173"
2021,2,20,CESAR,20550,PELAYA,150,22754,"0,0066"
2021,1,15,BOYACA,15507,OTANCHE,316,8061,"0,0392"
2022,2,25,CUNDINAMARCA,25394,LA PALMA,325,10521,"0,0309"
2022,2,05,ANTIOQUIA,05380,LA ESTRELLA,22955,77888,"0,2947"
2021,2,68,SANTANDER,68397,LA PAZ,27,4971,"0,0054"
2021,2,20,CESAR,20032,ASTREA,28,21499,"0,0013"
2021,1,68,SANTANDER,68745,SIMACOTA,45,10339,"0,0044"
2021,1,13,BOLIVAR,13655,SAN JACINTO DEL CAUCA,21,10800,"0,0019"
2021,3,25,CUNDINAMARCA,25736,SESQUILE,2038,13147,"0,155"
2021,1,25,CUNDINAMARCA,25793,TAUSA,211,8998,"0,0234"
2022,3,52,NARI�O,52207,CONSACA,175,13750,"0,0127"
2021,3,50,META,50400,LEJANIAS,382,11254,"0,0339"
2021,1,47,MAGDALENA,47189,CIENAGA,6049,126245,"0,0479"
2021,2,05,ANTIOQUIA,05125,CAICEDO,354,8668,"0,0408"
2021,2,70,SUCRE,70717,SAN PEDRO,261,19475,"0,0134"
2021,1,41,HUILA,41006,ACEVEDO,2249,25510,"0,0882"
2021,2,25,CUNDINAMARCA,25372,JUNIN,139,6315,"0,022"
2020,3,73,TOLIMA,73408,LERIDA,696,18617,"0,0374"
2021,1,15,BOYACA,15755,SOCOTA,104,7262,"0,0143"
2022,3,15,BOYACA,15212,COPER,9,3619,"0,0025"
2021,1,68,SANTANDER,68081,BARRANCABERMEJA,44269,213061,"0,2078"
2021,1,19,CAUCA,19513,PADILLA,29,10072,"0,0029"
2021,1,73,TOLIMA,73555,PLANADAS,478,25871,"0,0185"
2022,3,18,CAQUETA,18756,SOLANO,270,11749,"0,023"
2021,2,85,CASANARE,85225,NUNCHIA,57,8793,"0,0065"
2021,1,54,NORTE DE SANTANDER,54125,CACOTA,56,2954,"0,019"
2022,1,15,BOYACA,15224,CUCAITA,20,3838,"0,0052"
2021,1,05,ANTIOQUIA,05002,ABEJORRAL,2145,20602,"0,1041"
2021,1,15,BOYACA,15664,SAN JOSE DE PARE,41,5034,"0,0081"
2021,2,15,BOYACA,15403,LA UVITA,14,2749,"0,0051"
2021,1,05,ANTIOQUIA,05674,SAN VICENTE,2546,22818,"0,1116"
2021,1,05,ANTIOQUIA,05390,LA PINTADA,959,8593,"0,1116"
2021,4,25,CUNDINAMARCA,25312,GRANADA,498,8246,"0,0604"
2021,1,20,CESAR,20060,BOSCONIA,3564,44235,"0,0806"
2021,3,05,ANTIOQUIA,05040,ANORI,1307,19404,"0,0674"
2021,1,05,ANTIOQUIA,05347,HELICONIA,310,5479,"0,0566"
2021,1,15,BOYACA,15808,TINJACA,122,3375,"0,0361"
2022,2,50,META,50400,LEJANIAS,220,11341,"0,0194"
2021,2,54,NORTE DE SANTANDER,54223,CUCUTILLA,157,8591,"0,0183"
2021,3,54,NORTE DE SANTANDER,54498,OCA�A,12573,131103,"0,0959"
2022,1,25,CUNDINAMARCA,25473,MOSQUERA,39568,161610,"0,2448"
2021,2,25,CUNDINAMARCA,25095,BITUIMA,15,2670,"0,0056"
2022,1,19,CAUCA,19212,CORINTO,138,25847,"0,0053"
2021,2,54,NORTE DE SANTANDER,54743,SILOS,44,6636,"0,0066"
2021,1,68,SANTANDER,68572,PUENTE NACIONAL,116,15008,"0,0077"
2021,3,27,CHOCO,27077,BAJO BAUDO,216,30719,"0,007"
2021,1,44,LA GUAJIRA,44078,BARRANCAS,1781,39221,"0,0454"
2021,1,05,ANTIOQUIA,05034,ANDES,3416,44885,"0,0761"
2022,2,95,GUAVIARE,95001,SAN JOSE DEL GUAVIARE,1564,58206,"0,0269"
2021,1,15,BOYACA,15248,EL ESPINO,18,3076,"0,0059"
2021,2,81,ARAUCA,81591,PUERTO RONDON,184,5036,"0,0365"
2021,1,05,ANTIOQUIA,05120,CACERES,1307,30833,"0,0424"
2021,2,18,CAQUETA,18094,BELEN DE LOS ANDAQUIES,139,11297,"0,0123"
2022,1,68,SANTANDER,68780,SURATA,68,4062,"0,0167"
2021,2,47,MAGDALENA,47288,FUNDACION,7374,71572,"0,103"
2021,1,52,NARI�O,52210,CONTADERO,293,7234,"0,0405"
2021,1,25,CUNDINAMARCA,25899,ZIPAQUIRA,31198,152195,"0,205"
2021,1,13,BOLIVAR,13780,TALAIGUA NUEVO,14,13373,"0,001"
2021,3,76,VALLE DEL CAUCA,76001,CALI,543535,2264748,"0,24"
2020,3,73,TOLIMA,73319,GUAMO,2756,32772,"0,0841"
2021,1,76,VALLE DEL CAUCA,76497,OBANDO,1043,12107,"0,0861"
2022,2,15,BOYACA,15676,SAN MIGUEL DE SEMA,116,3052,"0,038"
2021,2,41,HUILA,41791,TARQUI,618,17874,"0,0346"
2021,2,50,META,50568,PUERTO GAITAN,1434,43974,"0,0326"
2021,2,13,BOLIVAR,13212,CORDOBA,250,16714,"0,015"
2021,3,13,BOLIVAR,13744,SIMITI,460,19426,"0,0237"
2021,1,54,NORTE DE SANTANDER,54418,LOURDES,150,4248,"0,0353"
2022,2,25,CUNDINAMARCA,25718,SASAIMA,1411,12355,"0,1142"
2021,3,54,NORTE DE SANTANDER,54109,BUCARASICA,28,6704,"0,0042"
2021,1,05,ANTIOQUIA,05658,SAN JOSE DE LA MONTA�A,470,3823,"0,1229"
2022,3,08,ATLANTICO,08685,SANTO TOMAS,2388,32960,"0,0725"
2021,3,44,LA GUAJIRA,44078,BARRANCAS,1762,39221,"0,0449"
2021,2,76,VALLE DEL CAUCA,76147,CARTAGO,24073,138042,"0,1744"
2021,1,05,ANTIOQUIA,05591,PUERTO TRIUNFO,2048,19268,"0,1063"
2021,3,15,BOYACA,15238,DUITAMA,30616,127592,"0,24"
2021,2,52,NARI�O,52621,ROBERTO PAYAN,171,12693,"0,0135"
2021,2,08,ATLANTICO,08832,TUBARA,232,19187,"0,0121"
2022,1,25,CUNDINAMARCA,25843,VILLA DE SAN DIEGO DE UBATE,7744,50309,"0,1539"
2021,2,05,ANTIOQUIA,05197,COCORNA,4312,15063,"0,2863"
2021,3,68,SANTANDER,68322,GUAPOTA,35,2440,"0,0143"
2021,3,13,BOLIVAR,13062,ARROYOHONDO,228,8839,"0,0258"
2021,1,25,CUNDINAMARCA,25596,QUIPILE,56,6796,"0,0082"
2022,3,19,CAUCA,19517,PAEZ,143,47499,"0,003"
2022,1,68,SANTANDER,68020,ALBANIA,8,4418,"0,0018"
2021,1,68,SANTANDER,68573,PUERTO PARRA,316,8107,"0,039"
2021,1,19,CAUCA,19137,CALDONO,264,42112,"0,0063"
2022,1,68,SANTANDER,68179,CHIPATA,103,5189,"0,0198"
2021,3,08,ATLANTICO,08433,MALAMBO,13401,142095,"0,0943"
2021,1,50,META,50226,CUMARAL,2598,23387,"0,1111"
2021,1,19,CAUCA,19785,SUCRE,14,9748,"0,0014"
2021,3,68,SANTANDER,68101,BOLIVAR,69,11101,"0,0062"
2021,2,25,CUNDINAMARCA,25053,ARBELAEZ,559,11394,"0,0491"
2022,1,73,TOLIMA,73483,NATAGAIMA,627,14746,"0,0425"
2021,1,63,QUINDIO,63111,BUENAVISTA,37,3166,"0,0117"
2021,1,54,NORTE DE SANTANDER,54874,VILLA DEL ROSARIO,17113,112798,"0,1517"
2021,1,52,NARI�O,52356,IPIALES,8402,115810,"0,0725"
2021,1,52,NARI�O,52390,LA TOLA,16,7460,"0,0021"
2021,1,68,SANTANDER,68895,ZAPATOCA,36,9672,"0,0037"
2021,3,73,TOLIMA,73001,IBAGUE,142745,542724,"0,263"
