AÑO,TRIMESTRE,COD_DEPARTAMENTO,DEPARTAMENTO,COD_MUNICIPIO,MUNICIPIO,No. ACCESOS FIJOS A INTERNET,POBLACIÓN DANE,INDICE
2020,4,05,ANTIOQUIA,05475,MURINDO,91,5234,"0,0174"
2022,3,25,CUNDINAMARCA,25339,GUTIERREZ,15,3825,"0,0039"
2020,4,52,NARI�O,52490,OLAYA HERRERA,80,25210,"0,0032"
2022,3,70,SUCRE,70713,SAN ONOFRE,237,52346,"0,0045"
2022,2,52,NARI�O,52317,GUACHUCAL,317,19356,"0,0164"
2020,2,25,CUNDINAMARCA,25769,SUBACHOQUE,1161,16743,"0,0693"
2020,2,18,CAQUETA,18247,EL DONCELLO,849,19284,"0,044"
2020,4,25,CUNDINAMARCA,25317,GUACHETA,702,14241,"0,0493"
2020,1,66,RISARALDA,66170,DOSQUEBRADAS,50493,223782,"0,2256"
2020,1,54,NORTE DE SANTANDER,54128,CACHIRA,28,11198,"0,0025"
2019,4,25,CUNDINAMARCA,25745,SIMIJACA,56,13465,"0,0042"
2020,1,73,TOLIMA,73671,SALDA�A,231,14473,"0,016"
2020,3,68,SANTANDER,68689,SAN VICENTE DE CHUCURI,1619,33593,"0,0482"
2020,1,05,ANTIOQUIA,05837,TURBO,10962,130191,"0,0842"
2019,4,97,VAUPES,97889,YAVARATE,1,1067,"0,0009"
2020,3,73,TOLIMA,73686,SANTA ISABEL,26,5673,"0,0046"
2020,4,15,BOYACA,15325,GUAYATA,20,3391,"0,0059"
2022,3,05,ANTIOQUIA,05652,SAN FRANCISCO,906,6074,"0,1492"
2020,1,41,HUILA,41524,PALERMO,1089,26881,"0,0405"
2022,3,05,ANTIOQUIA,05591,PUERTO TRIUNFO,1300,19566,"0,0664"
2020,3,68,SANTANDER,68522,PALMAR,14,1407,"0,01"
2020,4,91,AMAZONAS,91263,EL ENCANTO,4,2077,"0,0019"
2019,4,94,GUAINIA,94343,BARRANCO MINAS,3,8042,"0,0004"
2020,2,76,VALLE DEL CAUCA,76823,TORO,1179,14389,"0,0819"
2020,1,54,NORTE DE SANTANDER,54874,VILLA DEL ROSARIO,12494,111254,"0,1123"
2022,2,41,HUILA,41001,NEIVA,91388,370318,"0,2468"
2020,1,81,ARAUCA,81001,ARAUCA,8151,96814,"0,0842"
2022,3,52,NARI�O,52699,SANTACRUZ,53,11086,"0,0048"
2020,4,25,CUNDINAMARCA,25779,SUSA,234,7067,"0,0331"
2019,4,54,NORTE DE SANTANDER,54518,PAMPLONA,6422,52240,"0,1229"
2022,2,05,ANTIOQUIA,05400,LA UNION,1586,23094,"0,0687"
2019,4,23,CORDOBA,23570,PUEBLO NUEVO,1063,36112,"0,0294"
2022,3,19,CAUCA,19693,SAN SEBASTIAN,22,11239,"0,002"
2022,2,05,ANTIOQUIA,05495,NECHI,2132,28213,"0,0756"
2021,2,52,NARI�O,52687,SAN LORENZO,292,18395,"0,0159"
2020,3,05,ANTIOQUIA,05059,ARMENIA,120,5074,"0,0236"
2020,3,85,CASANARE,85125,HATO COROZAL,536,12108,"0,0443"
2020,2,70,SUCRE,70215,COROZAL,6324,70853,"0,0893"
2020,4,94,GUAINIA,94343,BARRANCO MINAS,3,7983,"0,0004"
2022,3,52,NARI�O,52258,EL TABLON DE GOMEZ,408,14273,"0,0286"
2019,4,19,CAUCA,19022,ALMAGUER,13,18263,"0,0007"
2022,3,52,NARI�O,52320,GUAITARILLA,243,11335,"0,0214"
2020,2,05,ANTIOQUIA,05190,CISNEROS,1750,9936,"0,1761"
2020,3,23,CORDOBA,23079,BUENAVISTA,211,21451,"0,0098"
2020,3,76,VALLE DEL CAUCA,76403,LA VICTORIA,664,11867,"0,056"
2022,2,68,SANTANDER,68207,CONCEPCION,432,5865,"0,0737"
2020,1,13,BOLIVAR,13468,MOMPOS,321,46408,"0,0069"
2019,4,15,BOYACA,15224,CUCAITA,35,3759,"0,0093"
2022,2,76,VALLE DEL CAUCA,76606,RESTREPO,517,15496,"0,0334"
2020,4,70,SUCRE,70771,SUCRE,56,30814,"0,0018"
2020,4,73,TOLIMA,73352,ICONONZO,191,11893,"0,0161"
2020,1,05,ANTIOQUIA,05310,GOMEZ PLATA,853,9921,"0,086"
2022,2,25,CUNDINAMARCA,25386,LA MESA,3213,38746,"0,0829"
2019,4,95,GUAVIARE,95200,MIRAFLORES,6,6898,"0,0009"
2020,3,81,ARAUCA,81300,FORTUL,869,20148,"0,0431"
2020,4,47,MAGDALENA,47703,SAN ZENON,3,12439,"0,0002"
2020,3,05,ANTIOQUIA,05134,CAMPAMENTO,379,9243,"0,041"
2020,4,25,CUNDINAMARCA,25506,VENECIA,18,4449,"0,004"
2020,2,25,CUNDINAMARCA,25288,FUQUENE,114,5211,"0,0219"
2022,3,19,CAUCA,19397,LA VEGA,21,25036,"0,0008"
2019,4,05,ANTIOQUIA,05628,SABANALARGA,349,9155,"0,0381"
2019,4,52,NARI�O,52699,SANTACRUZ,16,10939,"0,0015"
2020,3,76,VALLE DEL CAUCA,76869,VIJES,70,12884,"0,0054"
2020,2,17,CALDAS,17486,NEIRA,1355,21114,"0,0642"
2020,2,15,BOYACA,15646,SAMACA,639,18818,"0,034"
2021,2,91,AMAZONAS,91430,LA VICTORIA,1,667,"0,0015"
2020,1,05,ANTIOQUIA,05079,BARBOSA,6123,54347,"0,1127"
2019,4,13,BOLIVAR,13160,CANTAGALLO,30,8488,"0,0035"
2020,2,73,TOLIMA,73200,COELLO,43,8320,"0,0052"
2020,3,76,VALLE DEL CAUCA,76001,CALI,527682,2252616,"0,2343"
2020,3,68,SANTANDER,68679,SAN GIL,8407,59670,"0,1409"
2022,3,23,CORDOBA,23686,SAN PELAYO,967,53786,"0,018"
2020,3,15,BOYACA,15187,CHIVATA,19,2834,"0,0067"
2020,1,05,ANTIOQUIA,05240,EBEJICO,572,12134,"0,0471"
2020,2,05,ANTIOQUIA,05659,SAN JUAN DE URABA,755,20950,"0,036"
2019,4,18,CAQUETA,18785,SOLITA,13,6280,"0,0021"
2021,2,50,META,50350,LA MACARENA,785,28290,"0,0277"
2020,4,23,CORDOBA,23574,PUERTO ESCONDIDO,294,24364,"0,0121"
2020,1,86,PUTUMAYO,86885,VILLAGARZON,300,24096,"0,0125"
2022,3,17,CALDAS,17388,LA MERCED,157,5985,"0,0262"
2020,4,41,HUILA,41378,LA ARGENTINA,514,13162,"0,0391"
2020,3,52,NARI�O,52354,IMUES,24,7446,"0,0032"
2020,4,15,BOYACA,15842,UMBITA,79,7552,"0,0105"
2019,4,15,BOYACA,15401,LA VICTORIA,12,1118,"0,0107"
2020,1,25,CUNDINAMARCA,25324,GUATAQUI,43,2772,"0,0155"
2020,3,15,BOYACA,15162,CERINZA,143,3706,"0,0386"
2020,2,52,NARI�O,52520,FRANCISCO PIZARRO,21,14158,"0,0015"
2020,1,91,AMAZONAS,91540,PUERTO NARI�O,15,10239,"0,0015"
2020,2,17,CALDAS,17524,PALESTINA,965,15681,"0,0615"
2020,2,05,ANTIOQUIA,05147,CAREPA,5106,51143,"0,0998"
2020,2,54,NORTE DE SANTANDER,54599,RAGONVALIA,84,6339,"0,0133"
2020,1,19,CAUCA,19364,JAMBALO,49,18568,"0,0026"
2019,4,15,BOYACA,15820,TOPAGA,40,3660,"0,0109"
2020,2,76,VALLE DEL CAUCA,76364,JAMUNDI,34069,167147,"0,2038"
2019,4,44,LA GUAJIRA,44420,LA JAGUA DEL PILAR,6,3686,"0,0016"
2020,1,41,HUILA,41530,PALESTINA,12,11395,"0,0011"
2020,4,70,SUCRE,70508,OVEJAS,323,23436,"0,0138"
2020,1,19,CAUCA,19100,BOLIVAR,37,36994,"0,001"
2020,1,15,BOYACA,15001,TUNJA,45561,179263,"0,2542"
2020,3,68,SANTANDER,68132,CALIFORNIA,20,2232,"0,009"
2020,4,05,ANTIOQUIA,05756,SONSON,4905,36625,"0,1339"
2019,4,68,SANTANDER,68092,BETULIA,37,6003,"0,0062"
2020,4,05,ANTIOQUIA,05306,GIRALDO,208,5750,"0,0362"
2020,4,41,HUILA,41349,HOBO,35,7387,"0,0047"
2020,2,76,VALLE DEL CAUCA,76020,ALCALA,1198,14295,"0,0838"
2020,3,05,ANTIOQUIA,05854,VALDIVIA,752,14102,"0,0533"
2022,3,73,TOLIMA,73043,ANZOATEGUI,29,10057,"0,0029"
2019,4,05,ANTIOQUIA,05212,COPACABANA,18504,80000,"0,2313"
2020,4,23,CORDOBA,23682,SAN JOSE DE URE,12,13814,"0,0009"
2019,4,23,CORDOBA,23419,LOS CORDOBAS,152,19038,"0,008"
2019,4,86,PUTUMAYO,86320,ORITO,1571,38244,"0,0411"
2019,4,99,VICHADA,99773,CUMARIBO,34,76196,"0,0004"
2020,2,05,ANTIOQUIA,05306,GIRALDO,217,5750,"0,0377"
2019,4,97,VAUPES,97511,PACOA,2,4229,"0,0005"
2020,3,25,CUNDINAMARCA,25513,PACHO,658,25803,"0,0255"
2020,4,05,ANTIOQUIA,05541,PE�OL,1471,21769,"0,0676"
2020,3,15,BOYACA,15842,UMBITA,83,7552,"0,011"
2020,3,23,CORDOBA,23686,SAN PELAYO,1303,52994,"0,0246"
2020,4,68,SANTANDER,68686,SAN MIGUEL,27,2478,"0,0109"
2020,2,47,MAGDALENA,47245,EL BANCO,1254,69701,"0,018"
2022,3,76,VALLE DEL CAUCA,76001,CALI,555635,2280907,"0,2436"
2020,2,63,QUINDIO,63190,CIRCASIA,4276,29060,"0,1471"
2019,4,19,CAUCA,19585,PURACE,21,17423,"0,0012"
2020,3,13,BOLIVAR,13001,CARTAGENA,163455,1028736,"0,1589"
2019,4,15,BOYACA,15531,PAUNA,45,7198,"0,0063"
2020,4,20,CESAR,20750,SAN DIEGO,550,20470,"0,0269"
2020,4,76,VALLE DEL CAUCA,76001,CALI,535990,2252616,"0,2379"
2020,1,86,PUTUMAYO,86571,PUERTO GUZMAN,88,36665,"0,0024"
2022,3,15,BOYACA,15232,CHIQUIZA,28,4808,"0,0058"
2020,3,68,SANTANDER,68081,BARRANCABERMEJA,41826,210729,"0,1985"
2019,4,44,LA GUAJIRA,44855,URUMITA,491,11114,"0,0442"
2020,4,19,CAUCA,19824,TOTORO,15,25612,"0,0006"
2021,2,94,GUAINIA,94883,SAN FELIPE,15,1753,"0,0086"
2020,4,41,HUILA,41807,TIMANA,44,22070,"0,002"
2019,4,25,CUNDINAMARCA,25649,SAN BERNARDO,29,8703,"0,0033"
2022,3,52,NARI�O,52473,MOSQUERA,69,12595,"0,0055"
2020,4,25,CUNDINAMARCA,25297,GACHETA,319,8539,"0,0374"
2020,2,70,SUCRE,70265,GUARANDA,28,18601,"0,0015"
2020,1,17,CALDAS,17442,MARMATO,446,9167,"0,0487"
2019,4,18,CAQUETA,18410,LA MONTA�ITA,186,14662,"0,0127"
2021,2,15,BOYACA,15774,SUSACON,13,2723,"0,0048"
2020,2,25,CUNDINAMARCA,25372,JUNIN,138,6074,"0,0227"
2022,2,08,ATLANTICO,08001,BARRANQUILLA,281649,1312473,"0,2146"
2020,3,05,ANTIOQUIA,05858,VEGACHI,647,12039,"0,0537"
2020,1,73,TOLIMA,73352,ICONONZO,177,11893,"0,0149"
2020,4,76,VALLE DEL CAUCA,76246,EL CAIRO,146,6506,"0,0224"
2020,2,25,CUNDINAMARCA,25312,GRANADA,132,7931,"0,0166"
2020,1,05,ANTIOQUIA,05475,MURINDO,105,5234,"0,0201"
2020,3,73,TOLIMA,73547,PIEDRAS,47,6761,"0,007"
2020,3,73,TOLIMA,73268,ESPINAL,12972,71015,"0,1827"
2020,4,73,TOLIMA,73275,FLANDES,4772,28615,"0,1668"
2022,3,15,BOYACA,15621,RONDON,11,2405,"0,0046"
2022,3,54,NORTE DE SANTANDER,54680,SANTIAGO,18,3737,"0,0048"
2019,4,13,BOLIVAR,13667,SAN MARTIN DE LOBA,37,14792,"0,0025"
2020,1,52,NARI�O,52083,BELEN,30,6301,"0,0048"
2019,4,05,ANTIOQUIA,05789,TAMESIS,1271,16193,"0,0785"
2020,3,50,META,50251,EL CASTILLO,31,7408,"0,0042"
2020,4,25,CUNDINAMARCA,25438,MEDINA,43,8211,"0,0052"
2020,2,19,CAUCA,19075,BALBOA,25,21437,"0,0012"
2022,3,25,CUNDINAMARCA,25120,CABRERA,144,5429,"0,0265"
2019,4,50,META,50450,PUERTO CONCORDIA,42,8484,"0,005"
2020,2,19,CAUCA,19693,SAN SEBASTIAN,16,11062,"0,0014"
2020,1,91,AMAZONAS,91530,PUERTO ALEGRIA,3,771,"0,0039"
2020,3,41,HUILA,41524,PALERMO,1490,26881,"0,0554"
2021,1,15,BOYACA,15401,LA VICTORIA,6,1125,"0,0053"
2020,1,50,META,50270,EL DORADO,21,3971,"0,0053"
2022,3,15,BOYACA,15763,SOTAQUIRA,330,8417,"0,0392"
2020,4,47,MAGDALENA,47555,PLATO,2325,64017,"0,0363"
2019,4,15,BOYACA,15778,SUTATENZA,16,4224,"0,0038"
2020,3,68,SANTANDER,68770,SUAITA,39,10158,"0,0038"
2020,1,52,NARI�O,52399,LA UNION,304,31751,"0,0096"
2022,3,68,SANTANDER,68418,LOS SANTOS,223,15068,"0,0148"
2019,4,50,META,50124,CABUYARO,51,6130,"0,0083"
2020,1,15,BOYACA,15236,CHIVOR,19,2526,"0,0075"
2021,2,18,CAQUETA,18753,SAN VICENTE DEL CAGUAN,4222,53149,"0,0794"
2022,3,23,CORDOBA,23672,SAN ANTERO,1631,35566,"0,0459"
2022,3,13,BOLIVAR,13620,SAN CRISTOBAL,11,8788,"0,0013"
2019,4,05,ANTIOQUIA,05591,PUERTO TRIUNFO,1981,18550,"0,1068"
2020,2,23,CORDOBA,23417,LORICA,5634,115461,"0,0488"
2020,3,52,NARI�O,52207,CONSACA,18,13738,"0,0013"
2020,1,15,BOYACA,15317,GUACAMAYAS,11,1834,"0,006"
2022,3,68,SANTANDER,68397,LA PAZ,14,5009,"0,0028"
2020,3,27,CHOCO,27073,BAGADO,21,11262,"0,0019"
2020,4,05,ANTIOQUIA,05792,TARSO,544,6231,"0,0873"
2020,2,17,CALDAS,17001,MANIZALES,91865,446160,"0,2059"
2019,4,91,AMAZONAS,91460,MIRITI - PARANA,1,1860,"0,0005"
2020,4,13,BOLIVAR,13744,SIMITI,305,19143,"0,0159"
2022,3,15,BOYACA,15804,TIBANA,199,9242,"0,0215"
2022,3,68,SANTANDER,68266,ENCISO,43,3510,"0,0123"
2020,3,99,VICHADA,99773,CUMARIBO,39,78863,"0,0005"
2022,3,15,BOYACA,15837,TUTA,307,8577,"0,0358"
2020,3,17,CALDAS,17513,PACORA,853,15324,"0,0557"
2019,4,15,BOYACA,15632,SABOYA,48,13728,"0,0035"
2019,4,44,LA GUAJIRA,44874,VILLANUEVA,2589,28816,"0,0898"
2022,3,05,ANTIOQUIA,05861,VENECIA,1651,12080,"0,1367"
2020,3,27,CHOCO,27810,UNION PANAMERICANA,24,6982,"0,0034"
2020,2,05,ANTIOQUIA,05148,EL CARMEN DE VIBORAL,6605,62581,"0,1055"
2022,2,44,LA GUAJIRA,44001,RIOHACHA,27181,209488,"0,1297"
2020,4,05,ANTIOQUIA,05237,DON MATIAS,2635,19709,"0,1337"
2020,2,19,CAUCA,19318,GUAPI,184,27696,"0,0066"
2020,1,44,LA GUAJIRA,44847,URIBIA,2042,190084,"0,0107"
2020,2,15,BOYACA,15180,CHISCAS,22,3887,"0,0057"
2022,3,52,NARI�O,52051,ARBOLEDA,90,8427,"0,0107"
2019,4,15,BOYACA,15469,MONIQUIRA,993,22821,"0,0435"
2019,4,68,SANTANDER,68162,CERRITO,36,6838,"0,0053"
2022,3,19,CAUCA,19364,JAMBALO,399,18869,"0,0211"
2020,3,08,ATLANTICO,08078,BARANOA,4292,67050,"0,064"
2020,3,68,SANTANDER,68255,EL PLAYON,470,14038,"0,0335"
2020,4,52,NARI�O,52683,SANDONA,85,19770,"0,0043"
2020,3,85,CASANARE,85010,AGUAZUL,2962,38010,"0,0779"
2022,3,52,NARI�O,52720,SAPUYES,137,7238,"0,0189"
2020,4,15,BOYACA,15215,CORRALES,39,2545,"0,0153"
2019,4,54,NORTE DE SANTANDER,54405,LOS PATIOS,12992,93754,"0,1386"
2022,3,52,NARI�O,52786,TAMINANGO,606,17897,"0,0339"
2020,2,05,ANTIOQUIA,05483,NARI�O,378,9947,"0,038"
2019,4,13,BOLIVAR,13650,SAN FERNANDO,9,12813,"0,0007"
2022,3,54,NORTE DE SANTANDER,54810,TIBU,1277,59845,"0,0213"
2020,4,73,TOLIMA,73555,PLANADAS,235,25799,"0,0091"
2020,4,52,NARI�O,52693,SAN PABLO,237,14793,"0,016"
2019,4,86,PUTUMAYO,86749,SIBUNDOY,496,15217,"0,0326"
2020,3,15,BOYACA,15047,AQUITANIA,419,15546,"0,027"
2020,3,25,CUNDINAMARCA,25530,PARATEBUENO,132,9218,"0,0143"
2020,3,15,BOYACA,15087,BELEN,438,7532,"0,0582"
2020,4,27,CHOCO,27075,BAHIA SOLANO,911,10279,"0,0886"
2020,1,73,TOLIMA,73854,VALLE DE SAN JUAN,28,5360,"0,0052"
2020,2,68,SANTANDER,68370,JORDAN,9,1336,"0,0067"
2020,3,85,CASANARE,85015,CHAMEZA,17,2634,"0,0065"
2020,1,08,ATLANTICO,08770,SUAN,132,12572,"0,0105"
2020,2,68,SANTANDER,68855,VALLE DE SAN JOSE,239,6336,"0,0377"
2020,1,47,MAGDALENA,47660,SABANAS DE SAN ANGEL,325,16724,"0,0194"
2019,4,05,ANTIOQUIA,05150,CAROLINA,488,3954,"0,1234"
2020,3,52,NARI�O,52565,PROVIDENCIA,14,5553,"0,0025"
2019,4,73,TOLIMA,73555,PLANADAS,222,25785,"0,0086"
2020,1,25,CUNDINAMARCA,25293,GACHALA,61,4405,"0,0138"
2022,2,25,CUNDINAMARCA,25324,GUATAQUI,34,2973,"0,0114"
2020,1,25,CUNDINAMARCA,25841,UBAQUE,95,7067,"0,0134"
2022,2,17,CALDAS,17380,LA DORADA,11997,75319,"0,1593"
2022,3,15,BOYACA,15522,PANQUEBA,7,1720,"0,0041"
2020,4,05,ANTIOQUIA,05591,PUERTO TRIUNFO,2064,18970,"0,1088"
2020,2,20,CESAR,20710,SAN ALBERTO,1227,28453,"0,0431"
2019,4,27,CHOCO,27205,CONDOTO,557,12464,"0,0447"
2020,1,68,SANTANDER,68464,MOGOTES,38,10647,"0,0036"
2020,3,13,BOLIVAR,13683,SANTA ROSA,131,22409,"0,0058"
2020,3,95,GUAVIARE,95001,SAN JOSE DEL GUAVIARE,2496,55820,"0,0447"
2020,4,13,BOLIVAR,13667,SAN MARTIN DE LOBA,44,14897,"0,003"
2020,3,66,RISARALDA,66682,SANTA ROSA DE CABAL,13993,79372,"0,1763"
2020,1,27,CHOCO,27491,NOVITA,27,9105,"0,003"
2021,2,91,AMAZONAS,91540,PUERTO NARI�O,37,10460,"0,0035"
2020,2,25,CUNDINAMARCA,25368,JERUSALEN,23,2315,"0,0099"
2022,3,73,TOLIMA,73152,CASABIANCA,19,6329,"0,003"
2020,3,70,SUCRE,70215,COROZAL,6901,70853,"0,0974"
2020,3,25,CUNDINAMARCA,25491,NOCAIMA,251,6562,"0,0383"
2020,4,05,ANTIOQUIA,05364,JARDIN,1234,14830,"0,0832"
2019,4,25,CUNDINAMARCA,25368,JERUSALEN,21,2283,"0,0092"
2020,1,25,CUNDINAMARCA,25297,GACHETA,128,8539,"0,015"
2019,4,19,CAUCA,19785,SUCRE,10,9582,"0,001"
2020,1,50,META,50226,CUMARAL,2238,23195,"0,0965"
2020,2,91,AMAZONAS,91798,TARAPACA,24,3939,"0,0061"
2020,1,23,CORDOBA,23686,SAN PELAYO,1125,52994,"0,0212"
2020,2,73,TOLIMA,73461,MURILLO,27,4143,"0,0065"
2022,3,63,QUINDIO,63548,PIJAO,280,5251,"0,0533"
2020,1,20,CESAR,20011,AGUACHICA,10378,118652,"0,0875"
2020,3,19,CAUCA,19355,INZA,26,29441,"0,0009"
2020,1,68,SANTANDER,68162,CERRITO,65,6933,"0,0094"
2020,1,08,ATLANTICO,08560,PONEDERA,144,25728,"0,0056"
2019,4,68,SANTANDER,68176,CHIMA,13,2865,"0,0045"
2020,3,50,META,50330,MESETAS,42,10430,"0,004"
2019,4,76,VALLE DEL CAUCA,76111,GUADALAJARA DE BUGA,21803,128316,"0,1699"
2020,3,85,CASANARE,85136,LA SALINA,12,1369,"0,0088"
2020,4,68,SANTANDER,68020,ALBANIA,8,4336,"0,0018"
2020,1,68,SANTANDER,68673,SAN BENITO,13,2972,"0,0044"
2019,4,52,NARI�O,52694,SAN PEDRO DE CARTAGO,15,6831,"0,0022"
2022,2,08,ATLANTICO,08078,BARANOA,4635,69075,"0,0671"
2021,1,68,SANTANDER,68344,HATO,18,2396,"0,0075"
2020,4,15,BOYACA,15516,PAIPA,5796,34679,"0,1671"
2020,4,73,TOLIMA,73873,VILLARRICA,18,4960,"0,0036"
2019,4,91,AMAZONAS,91407,LA PEDRERA,1,3882,"0,0003"
2019,4,76,VALLE DEL CAUCA,76563,PRADERA,4120,47918,"0,086"
2020,3,76,VALLE DEL CAUCA,76563,PRADERA,4740,48165,"0,0984"
2022,2,54,NORTE DE SANTANDER,54261,EL ZULIA,988,29955,"0,033"
2020,4,94,GUAINIA,94883,SAN FELIPE,12,1743,"0,0069"
2020,3,25,CUNDINAMARCA,25120,CABRERA,55,5062,"0,0109"
2022,2,17,CALDAS,17665,SAN JOSE,152,5002,"0,0304"
2020,3,05,ANTIOQUIA,05480,MUTATA,1171,14389,"0,0814"
2021,2,70,SUCRE,70230,CHALAN,4,4667,"0,0009"
2020,1,13,BOLIVAR,13442,MARIA LA BAJA,536,48457,"0,0111"
2019,4,41,HUILA,41006,ACEVEDO,1337,25046,"0,0534"
2020,1,05,ANTIOQUIA,05736,SEGOVIA,7533,39379,"0,1913"
2020,4,15,BOYACA,15466,MONGUI,349,4292,"0,0813"
2022,3,52,NARI�O,52240,CHACHAGsI,1794,15316,"0,1171"
2019,4,52,NARI�O,52083,BELEN,29,6311,"0,0046"
2020,2,17,CALDAS,17013,AGUADAS,189,23048,"0,0082"
2019,4,41,HUILA,41799,TELLO,97,11775,"0,0082"
2019,4,76,VALLE DEL CAUCA,76834,TULUA,36922,215978,"0,171"
2020,3,68,SANTANDER,68686,SAN MIGUEL,27,2478,"0,0109"
2019,4,73,TOLIMA,73854,VALLE DE SAN JUAN,29,5353,"0,0054"
2020,1,15,BOYACA,15814,TOCA,83,8893,"0,0093"
2020,1,19,CAUCA,19418,LOPEZ,117,18932,"0,0062"
2022,3,05,ANTIOQUIA,05674,SAN VICENTE,2738,23170,"0,1182"
2020,3,54,NORTE DE SANTANDER,54820,TOLEDO,155,16325,"0,0095"
2020,3,05,ANTIOQUIA,05021,ALEJANDRIA,266,4698,"0,0566"
2020,1,13,BOLIVAR,13683,SANTA ROSA,454,22409,"0,0203"
2020,3,17,CALDAS,17777,SUPIA,1875,29363,"0,0639"
2020,3,41,HUILA,41006,ACEVEDO,1970,25298,"0,0779"
2019,4,50,META,50689,SAN MARTIN,1554,26571,"0,0585"
2019,4,15,BOYACA,15180,CHISCAS,21,3924,"0,0054"
2020,1,05,ANTIOQUIA,05658,SAN JOSE DE LA MONTA�A,423,3765,"0,1124"
2022,2,25,CUNDINAMARCA,25183,CHOCONTA,1308,23892,"0,0547"
2020,3,50,META,50350,LA MACARENA,686,28052,"0,0245"
2020,4,68,SANTANDER,68720,SANTA HELENA DEL OPON,10,3411,"0,0029"
2020,1,68,SANTANDER,68522,PALMAR,18,1407,"0,0128"
2020,1,05,ANTIOQUIA,05887,YARUMAL,4790,42678,"0,1122"
2019,4,05,ANTIOQUIA,05250,EL BAGRE,4473,52925,"0,0845"
2019,4,15,BOYACA,15660,SAN EDUARDO,26,1676,"0,0155"
2020,1,47,MAGDALENA,47245,EL BANCO,1344,69701,"0,0193"
2019,4,19,CAUCA,19050,ARGELIA,228,26376,"0,0086"
2020,4,05,ANTIOQUIA,05321,GUATAPE,1310,8709,"0,1504"
2020,1,05,ANTIOQUIA,05604,REMEDIOS,1868,29629,"0,063"
2020,4,05,ANTIOQUIA,05240,EBEJICO,635,12134,"0,0523"
2020,2,73,TOLIMA,73520,PALOCABILDO,42,9814,"0,0043"
2019,4,47,MAGDALENA,47605,REMOLINO,8,11702,"0,0007"
2022,2,68,SANTANDER,68327,GsEPSA,36,5409,"0,0067"
2020,4,20,CESAR,20443,MANAURE,193,10835,"0,0178"
2020,2,05,ANTIOQUIA,05002,ABEJORRAL,16148,20287,"0,796"
2020,4,54,NORTE DE SANTANDER,54250,EL TARRA,588,21926,"0,0268"
2022,3,25,CUNDINAMARCA,25372,JUNIN,118,6514,"0,0181"
2022,3,05,ANTIOQUIA,05145,CARAMANTA,482,4793,"0,1006"
2019,4,76,VALLE DEL CAUCA,76246,EL CAIRO,190,6637,"0,0286"
2019,4,91,AMAZONAS,91001,LETICIA,1198,48918,"0,0245"
2022,2,41,HUILA,41551,PITALITO,14328,130742,"0,1096"
2020,2,27,CHOCO,27660,SAN JOSE DEL PALMAR,29,4961,"0,0058"
2020,4,54,NORTE DE SANTANDER,54680,SANTIAGO,20,3667,"0,0055"
2019,4,13,BOLIVAR,13620,SAN CRISTOBAL,10,8330,"0,0012"
2020,2,68,SANTANDER,68573,PUERTO PARRA,280,8017,"0,0349"
2020,2,52,NARI�O,52022,ALDANA,20,7361,"0,0027"
2020,4,50,META,50350,LA MACARENA,636,28052,"0,0227"
2020,1,52,NARI�O,52427,MAGsI,12,25543,"0,0005"
2020,2,25,CUNDINAMARCA,25873,VILLAPINZON,145,18433,"0,0079"
2020,1,13,BOLIVAR,13688,SANTA ROSA DEL SUR,704,34568,"0,0204"
2020,2,25,CUNDINAMARCA,25807,TIBIRITA,66,3285,"0,0201"
2022,3,15,BOYACA,15533,PAYA,9,2670,"0,0034"
2020,3,05,ANTIOQUIA,05088,BELLO,122456,552154,"0,2218"
2020,3,05,ANTIOQUIA,05051,ARBOLETES,1151,30510,"0,0377"
2020,4,15,BOYACA,15673,SAN MATEO,36,3131,"0,0115"
2020,2,13,BOLIVAR,13160,CANTAGALLO,31,8696,"0,0036"
2020,3,25,CUNDINAMARCA,25324,GUATAQUI,47,2772,"0,017"
2020,2,73,TOLIMA,73449,MELGAR,5979,37682,"0,1587"
2020,3,85,CASANARE,85430,TRINIDAD,494,13449,"0,0367"
2020,1,25,CUNDINAMARCA,25885,YACOPI,46,12564,"0,0037"
2019,4,47,MAGDALENA,47570,PUEBLOVIEJO,9,31151,"0,0003"
2022,3,68,SANTANDER,68207,CONCEPCION,465,5865,"0,0793"
2020,2,05,ANTIOQUIA,05145,CARAMANTA,347,4648,"0,0747"
2020,3,25,CUNDINAMARCA,25899,ZIPAQUIRA,28686,146352,"0,196"
2020,3,52,NARI�O,52699,SANTACRUZ,20,11074,"0,0018"
2022,3,41,HUILA,41807,TIMANA,1373,22428,"0,0612"
2020,3,73,TOLIMA,73624,ROVIRA,70,21491,"0,0033"
2020,2,13,BOLIVAR,13074,BARRANCO DE LOBA,66,15181,"0,0043"
2020,2,54,NORTE DE SANTANDER,54109,BUCARASICA,42,6614,"0,0064"
2020,1,15,BOYACA,15686,SANTANA,91,7710,"0,0118"
2022,2,15,BOYACA,15238,DUITAMA,29606,128400,"0,2306"
2020,3,23,CORDOBA,23466,MONTELIBANO,3861,85885,"0,045"
2019,4,17,CALDAS,17495,NORCASIA,172,6075,"0,0283"
2019,4,08,ATLANTICO,08675,SANTA LUCIA,4,16624,"0,0002"
2019,4,05,ANTIOQUIA,05854,VALDIVIA,622,13950,"0,0446"
